=============================================================
   File          : filled_santarem_km83.txt
   Header length : 47
   Site          : Santarem - Km 83
   Longitude     : -54.971
   Latitude      : -3.018
   
   Updated 2013-01-21 by: 
      Marcos Longo   <mlongo@fas.harvard.edu>
 
   Based on the data originally processed by:
      Natalia Coupe  <nataliacoupe@gmail.com>
                                            
   
   Disclaimer: QAQC on these data are a work in progress.
               Version for public use subject to changes.
   
   Fair use policy: These are not Harvard data and they are
               subject to the LBA policy.  If you would
               like to use these data for any research,
               please contact the PI responsible for the site
               and get an authorisation from them first.
   
   PI: Scott Miller  <smiller@albany.edu>
   URL: http://daac.ornl.gov/LBA/guides/CD04_Meteorology_Fluxes.html
   
   Note: time stamp is the end of the hour average
         time in UTC
   
   Variable         Description                  Unit        
  -----------------------------------------------------------
   year             Year                         [       yr]
   month            Month                        [      mon]
   day              Day                          [      day]
   hour             Hour                         [       hr]
   min              Minute                       [      min]
   sec              Second                       [        s]
   atm.prss         Pressure                     [       Pa]
   atm.tmp          Temperature                  [        K]
   atm.shv          Specific humidity            [    kg/kg]
   atm.vels         Wind speed                   [      m/s]
   atm.vdir         Wind direction               [      deg]
   rshort.in        Incoming shortwave radiation [     W/m2]
   rlong.in         Incoming longwave radiation  [     W/m2]
   rain             Rainfall                     [  kg/m2/s]
=============================================================
   
year,month,day,hour,min,sec,atm.prss,atm.tmp,atm.shv,atm.vels,atm.vdir,rshort.in,rlong.in,rain
2000,1,1,21,0,0,98452.440899779,301.161468211847,0.0164877952089967,2.72014859244648,186.21140849544,98.0878384224269,419.690425946215,0
2000,1,1,22,0,0,98468.7650967256,300.68191616599,0.0165719192710942,2.72041285006728,185.228420486203,23.2124465531768,417.595850865018,0
2000,1,1,23,0,0,98515.2909755888,300.219246873917,0.0166248821674905,2.91567069513702,188.444041681731,0,415.583541600231,0
2000,1,2,0,0,0,98582.1954655854,299.856090726931,0.0166798440482449,3.14591792517054,191.829989625265,0,414.104075424902,0
2000,1,2,1,0,0,98653.1172945388,299.566359231254,0.0167426564004827,3.25664037571735,193.909027889972,0,413.000007402651,0
2000,1,2,2,0,0,98706.8999201924,299.257221634189,0.0167975873804195,3.27385279518649,196.113525911252,0,411.781782333042,0
2000,1,2,3,0,0,98725.9931528002,298.870264721288,0.0168306059238633,3.22233440169228,198.599749785506,0,410.151233706129,0
2000,1,2,4,0,0,98706.4866449361,298.440837286575,0.0168424916417583,3.09830510980983,199.302219250503,0,408.258884965217,0
2000,1,2,5,0,0,98661.604631286,298.057696888242,0.0168405542487484,2.95985623595605,196.830060521292,0,406.457904165931,0
2000,1,2,6,0,0,98615.029330283,297.76829470913,0.0168237459812103,2.82577281052651,192.152598546236,0,404.900684910852,0
2000,1,2,7,0,0,98588.644758688,297.532984201544,0.0167829077775173,2.67447293047932,186.809172012515,0,403.424421682144,0
2000,1,2,8,0,0,98593.5060553657,297.282942839776,0.0167187885623488,2.56285254275705,181.719316907304,0,401.806856792652,0
2000,1,2,9,0,0,98629.1984390818,297.028061807178,0.0166566998980778,2.50082338933474,177.315721824101,0,400.191407911055,0
2000,1,2,10,0,0,98689.0092259838,296.901824307012,0.0166357842571125,2.41446489952447,174.717271772554,58.610912791559,399.247832895107,0
2000,1,2,11,0,0,98764.0632041796,297.083308462756,0.0166764997831147,2.42440557988617,175.989215827902,152.614572597732,399.8370718866,0
2000,1,2,12,0,0,98842.6252004754,297.653880004179,0.016756189642438,2.72771902974444,181.162158898202,283.404435947146,403.237261630241,0
2000,1,2,13,0,0,98907.5566456024,298.514076017509,0.0168204441484793,3.1250737700457,186.845081059364,410.756159964255,407.218790800261,0
2000,1,2,14,0,0,98938.1148599646,299.436676161823,0.0168259555744367,3.23262486431945,189.900108158946,497.627875393147,411.716052958247,0
2000,1,2,15,0,0,98918.3330203009,300.210526733134,0.0167786624031184,3.08620386265075,189.428055809391,530.992372548354,415.521538243187,0
2000,1,2,16,0,0,98846.9536715621,300.751567720446,0.0167314498292117,2.96817386022258,187.242992726391,520.53039398984,418.182747184027,0
2000,1,2,17,0,0,98740.749821734,301.095447623917,0.0167401863298422,2.89824311993597,187.161413988441,480.469418756085,419.980554758703,0
2000,1,2,18,0,0,98627.6109162324,301.300223730678,0.0168145635220599,2.77315511549952,190.94757681341,415.055298415659,421.246042562469,0
2000,1,2,19,0,0,98534.0004081457,301.366188941641,0.01690653440046,2.62902049611625,196.762016704683,322.079936055316,421.871818504192,0
2000,1,2,20,0,0,98475.6093734995,301.249614182198,0.0169469946340753,2.48121040274077,202.430721807965,208.522647730724,421.480702471148,0
2000,1,2,21,0,0,98456.3927603038,300.943894093612,0.0168990003705768,2.3216618245956,211.451243665667,98.8764701052202,419.981636103739,0
2000,1,2,22,0,0,98473.4354867843,300.531540016122,0.0167824026255276,2.30168637017263,225.98193128752,23.9975972118016,417.610123493999,0
2000,1,2,23,0,0,98520.8216979629,300.14309978052,0.0166521483084619,2.52067149100712,231.522399775231,0,415.335495149199,0
2000,1,3,0,0,0,98588.7311000236,299.858403987115,0.01655358420206,2.80761963378832,223.607416829357,0,413.65188810006,0
2000,1,3,1,0,0,98660.7644433736,299.648389003281,0.0164947549949257,2.9880655196323,211.088319752693,0,412.433941148508,0
2000,1,3,2,0,0,98715.6959554802,299.417201223716,0.0164550856157921,3.069950283748,200.060535667154,0,411.169511615331,0
2000,1,3,3,0,0,98735.8929189108,299.103476632855,0.0164147097215019,3.07112722009673,191.675586048918,0,409.511670569129,0
2000,1,3,4,0,0,98717.3707542624,298.739804940248,0.0163735153727674,2.99381311598926,185.232035910309,0,407.607029136938,0
2000,1,3,5,0,0,98673.3071927439,298.412500764755,0.0163454383335266,2.90873176308364,179.355462267238,0,405.880563163176,0
2000,1,3,6,0,0,98627.3777278718,298.167016075433,0.0163410860123188,2.84443546326833,172.586120126263,0,404.567913531581,0
2000,1,3,7,0,0,98601.5008538509,297.962270123075,0.0163612201482665,2.77951279618154,164.267820445029,0,403.512378657069,0.00531725079654074
2000,1,3,8,0,0,98606.7977943035,297.728670230003,0.0164068510390418,2.76029003856638,154.754222053426,0,402.432430645311,0
2000,1,3,9,0,0,98642.9334110417,297.476059509009,0.016488876888637,2.77882896664583,144.761995063356,0,401.407014861768,0
2000,1,3,10,0,0,98703.2665529685,297.338595750618,0.0166183036446498,2.74171188517788,136.7350031679,57.8830498703224,401.03172649239,0
2000,1,3,11,0,0,98778.9659488636,297.496688389196,0.0167811793372022,2.75441487134406,135.612913079912,151.695947383315,402.043357813894,0
2000,1,3,12,0,0,98858.3006984574,298.033560705153,0.0169257123080022,3.00843061456427,143.51498188233,282.314727004591,405.488515523305,0.00123830475901482
2000,1,3,13,0,0,98924.0953990238,298.851952582692,0.0169847791504429,3.31170308941781,153.491411647243,409.595643300771,409.348696675142,0
2000,1,3,14,0,0,98955.5390045136,299.726984429202,0.0169248332515929,3.30058507215289,155.183417941997,496.572075475238,413.465728767369,0
2000,1,3,15,0,0,98936.5827963205,300.449777470824,0.0167823200906691,3.0400401279639,146.085535553076,530.245033133507,416.758248522416,0
2000,1,3,16,0,0,98865.8954861254,300.9383099484,0.0166522818085355,2.84249813457259,135.543906072753,520.253887214059,418.919633946017,0
2000,1,3,17,0,0,98760.2036837191,301.229916773594,0.0166310331995103,2.74810718008493,131.698854486782,480.725209153696,420.36382151725,0
2000,1,3,18,0,0,98647.389820376,301.383941874752,0.0167539773187821,2.65494987392148,132.131129804549,415.783230142041,421.508181988225,0
2000,1,3,19,0,0,98553.9510356687,301.401582568869,0.0169760052278826,2.5784700071286,131.404902402794,323.125755437187,422.272415423989,0
2000,1,3,20,0,0,98495.6431283159,301.239701022807,0.0172080157842949,2.49915463257573,128.729162329639,209.698901203489,422.274359022737,0
2000,1,3,21,0,0,98476.4987647069,300.892068194149,0.0173774871443753,2.37654472422619,175.891350294349,100.02605452048,421.424060106121,0
2000,1,3,22,0,0,98493.6720187806,300.44145926473,0.017464524211384,2.34874945455228,240.560152233349,25.0302595199807,419.72984618991,0
2000,1,3,23,0,0,98541.2883582909,300.018658342151,0.0174909621737953,2.52691572592372,236.894726807593,0,418.037831758372,0.00179739688454174
2000,1,4,0,0,0,98609.529189633,299.703758360689,0.0174821221299934,2.7670187260485,225.078585052829,0,416.667051533524,0
2000,1,4,1,0,0,98681.9562154578,299.468003025251,0.0174397119222462,2.91769824167625,213.65878892262,0,415.431323301233,0
2000,1,4,2,0,0,98737.2737234608,299.215881802265,0.017346392548974,2.9907718502649,204.225784010277,0,413.878638378277,0
2000,1,4,3,0,0,98757.766366455,298.886385185343,0.0171894222197706,2.98773897547143,195.59835495712,0,411.725115997276,0
2000,1,4,4,0,0,98739.3759123306,298.512444663428,0.0169759714827474,2.88839055117934,187.051209391946,0,409.120595794793,0
2000,1,4,5,0,0,98695.2347323572,298.180691977911,0.0167276050721159,2.75477955332991,179.630571233997,0,406.489953477924,0
2000,1,4,6,0,0,98649.0130280488,297.936877096975,0.0164664005060134,2.63246237496599,173.870485104685,0,404.148052671949,0
2000,1,4,7,0,0,98622.6651362804,297.74021787277,0.016212497038545,2.53772911649402,168.87955968904,0,402.07621343005,0
2000,1,4,8,0,0,98627.3793215036,297.521444070778,0.0159955704257262,2.55511253066916,162.754313146835,0,400.11150645991,0
2000,1,4,9,0,0,98662.9004031394,297.290757185898,0.0158611998941929,2.69204106049777,154.22255941495,0,398.429450420212,0
2000,1,4,10,0,0,98722.6583767523,297.182696444917,0.0158535207841225,2.83621318392454,146.095305110271,56.9814632637272,397.74299018947,0.00367482533768048
2000,1,4,11,0,0,98797.8649565345,297.378029662493,0.0159808456420889,3.04825679585994,145.69882167481,150.740998462462,398.893676200663,0
2000,1,4,12,0,0,98876.7922789869,297.960236835177,0.0161954092154499,3.47140061752322,158.615369703127,281.333943039607,402.670462774459,0
2000,1,4,13,0,0,98942.226959994,298.832112446661,0.0164136459134598,3.88388043685989,179.872352908423,408.685285919349,407.44928587439,0
2000,1,4,14,0,0,98973.2888798617,299.768525849765,0.0165690921028192,3.91901976375113,198.48058736976,495.890834932355,412.604560871311,0
2000,1,4,15,0,0,98953.8474015213,300.559957610742,0.0166573791720653,3.65729653096398,211.560347837245,529.967612963873,416.961106676162,0
2000,1,4,16,0,0,98882.4981357904,301.12331241672,0.0167346700789435,3.42952974177416,221.99554231265,520.503933054355,420.131569816412,0
2000,1,4,17,0,0,98775.9226658986,301.494430208378,0.016868190750087,3.28581471187145,239.107954396607,481.519987546877,422.450420531217,0
2000,1,4,18,0,0,98661.9981510373,301.730808070895,0.0170779994885423,3.12498141262364,277.00879925001,417.018054150019,424.282567844829,0
2000,1,4,19,0,0,98567.2571852463,301.831563491785,0.0173171660346941,2.96128874468958,338.621398975363,324.606483459988,425.521326088975,0
2000,1,4,20,0,0,98507.5217612164,301.751395012564,0.0175051662570291,2.77964980660415,34.6563759262644,211.206647661157,425.757806779006,0
2000,1,4,21,0,0,98486.9032294424,301.4819805876,0.0175846431436469,2.55076765968431,60.6474770746147,101.382831914404,424.848330890479,0
2000,1,4,22,0,0,98502.6252460005,301.104207280148,0.0175548991170316,2.42441384887834,74.7989557656829,26.1358841940421,422.93110024351,0
2000,1,4,23,0,0,98548.8546439093,300.747270123766,0.0174601360929527,2.51570634327204,91.7200855416302,0,420.921244481208,0
2000,1,5,0,0,0,98615.7744958489,300.490015862783,0.017350764571346,2.67456205727906,111.475287216212,0,419.315037937949,0
2000,1,5,1,0,0,98686.9077273457,300.302779704895,0.0172543506055252,2.74085137407621,122.914775991179,0,418.05623161184,0
2000,1,5,2,0,0,98740.8896174218,300.089437750075,0.0171756657704545,2.72744414985739,125.62610036027,0,416.723346386045,0
2000,1,5,3,0,0,98759.9240190934,299.788600673871,0.0171139509070717,2.65406357408676,124.933903762024,0,415.032798576559,0
2000,1,5,4,0,0,98739.8818359643,299.432992939608,0.0170722612109859,2.52992791623101,124.588847769566,0,413.145567872271,0
2000,1,5,5,0,0,98693.8536934191,299.109168175753,0.0170493383703229,2.44014973889115,124.633722487733,0,411.441100530985,0
2000,1,5,6,0,0,98645.5086530155,298.862908416361,0.0170288585789979,2.42924517044824,123.693905928632,0,410.060815607149,0
2000,1,5,7,0,0,98616.8412206218,298.653579017798,0.0169862375470372,2.4832642758327,122.57632978299,0,408.757472820645,0
2000,1,5,8,0,0,98619.1108609312,298.412192443568,0.0169129701045399,2.63921646109045,122.528014915367,0,407.218987625658,0
2000,1,5,9,0,0,98652.1461167167,298.149387914597,0.0168346978139583,2.86139633243889,122.658290182784,0,405.583611135263,0
2000,1,5,10,0,0,98709.4514503895,298.00030275256,0.0167995703610647,3.01664373684869,123.753264213123,56.0882288077937,404.609060239376,0
2000,1,5,11,0,0,98782.2845718903,298.146444092563,0.016841022596753,3.17068826855187,132.757189737484,149.92805844437,405.248125608779,0
2000,1,5,12,0,0,98858.9236399527,298.672126798619,0.0169470057519042,3.48686762259,159.359398292107,280.622742075956,408.428811996989,0
2000,1,5,13,0,0,98922.1206049199,299.481010464697,0.017066173883209,3.76257328181838,192.774175614842,408.155470952179,412.630360543617,0
2000,1,5,14,0,0,98950.930247023,300.348789112156,0.0171488312951598,3.64130286967116,214.168711380499,495.673982633811,417.26805190807,0
2000,1,5,15,0,0,98929.1448505589,301.066669208809,0.017186921750984,3.21115046532044,226.592971761238,530.202250054032,421.13132197883,0
2000,1,5,16,0,0,98855.2926623783,301.552152835589,0.0172161889136708,2.82290238441322,234.217606488978,521.271567584108,423.772909877163,0
2000,1,5,17,0,0,98746.0167151525,301.841557582198,0.0172773294291111,2.56717320928579,241.153838822928,482.794290430996,425.458223163689,0
2000,1,5,18,0,0,98629.1958042265,301.992786085625,0.0173707478051427,2.39284347871048,251.584401954203,418.654385371738,426.502032767435,0
2000,1,5,19,0,0,98531.4049427816,302.005365921365,0.0174465831427555,2.34555035461718,268.314857429495,326.379004000056,426.789688776803,0
2000,1,5,20,0,0,98468.5389923805,301.834497711787,0.0174405883756769,2.3953671909297,325.303550609568,212.876187307494,425.947617613651,0
2000,1,5,21,0,0,98444.7941464949,301.472529634211,0.0173250542140815,2.44661892697221,49.5106474722435,102.763735393201,423.89872240603,0
2000,1,5,22,0,0,98457.4692376671,301.001231336818,0.0171308697579551,2.5567468630999,65.2997878944113,27.1322816356951,420.950483534309,0
2000,1,5,23,0,0,98500.7776326824,300.55089121063,0.0169236858537099,2.76692227384649,89.1393245352898,0,418.094797780142,0
2000,1,6,0,0,0,98564.9090976824,300.201609207348,0.0167574502157417,2.90865678070242,120.501295368234,0,415.865979265319,0
2000,1,6,1,0,0,98633.3530159177,299.925041208688,0.0166448875019706,2.86608351694284,128.37516038762,0,414.154680770419,0
2000,1,6,2,0,0,98684.6814144843,299.626335066475,0.0165642389939766,2.73114832916971,124.037002781797,0,412.440074762452,0
2000,1,6,3,0,0,98701.0238142001,299.245206729498,0.0164871627234221,2.59094666049338,117.936809105844,0,410.349780623465,0
2000,1,6,4,0,0,98678.187439169,298.815223459809,0.0163980477155185,2.47295216552075,114.918844022563,0,407.985391753007,0
2000,1,6,5,0,0,98629.2288858783,298.423462031607,0.0162913927616242,2.42529298059333,114.635062169908,0,405.705112532026,0
2000,1,6,6,0,0,98577.8239911153,298.115897542209,0.016160558649198,2.42807002932847,114.640354947963,0,403.681622127445,0
2000,1,6,7,0,0,98546.0151420511,297.851791871452,0.0159990689861271,2.41855890151696,114.630751050247,0,401.739127637501,0
2000,1,6,8,0,0,98545.1401444553,297.561822881841,0.0158173387869314,2.43136526850645,114.93902353104,0,399.635273210166,0
2000,1,6,9,0,0,98575.1175880491,297.256143648975,0.0156544643293702,2.47510772265158,114.420411696596,0,397.550230186338,0
2000,1,6,10,0,0,98629.5318424107,297.069329224137,0.0155639797844831,2.48059974854977,113.73760114758,55.3760430470971,396.254259768242,0
2000,1,6,11,0,0,98699.6912921544,297.182305552781,0.015577979804509,2.56267848554939,116.404760439134,149.404585654813,396.681943480108,0
2000,1,6,12,0,0,98773.8843029618,297.678820070772,0.015680092983536,2.89860436460162,125.352316796118,280.291815104701,399.637964570806,0
2000,1,6,13,0,0,98834.8321808724,298.461989420577,0.0158154725152142,3.26709889537647,138.888704474165,408.071408134802,403.749248198628,0
2000,1,6,14,0,0,98861.5287593461,299.30698786069,0.0159336839873333,3.27828945704314,150.155181740615,495.936036355514,408.327704001267,0
2000,1,6,15,0,0,98837.6937008585,300.004525751974,0.0160280868941172,2.98973369969196,153.840910028934,530.911490312161,412.196379972716,0
2000,1,6,16,0,0,98761.7926409672,300.47164780423,0.0161355780462255,2.73020722605041,150.717482441396,522.470142405851,414.931877467553,0
2000,1,6,17,0,0,98650.4349174521,300.744290181156,0.0162951909694929,2.57080771489957,139.990114854638,484.418915876968,416.797462862413,0
2000,1,6,18,0,0,98531.5055868458,300.880108648367,0.0165018670459297,2.43588719448569,39.9610809521765,420.530464024796,418.091774203689,0
2000,1,6,19,0,0,98431.6260845784,300.878588980557,0.0166978605451821,2.34423385063998,22.4709409324424,328.2615650206,418.692115354643,0
2000,1,6,20,0,0,98366.7671726008,300.695161297294,0.0168116906907034,2.25264188702056,32.2098522329599,214.519915725099,418.247301099908,0
2000,1,6,21,0,0,98341.2117279463,300.322717738639,0.0168120195565313,2.08498277051476,40.0113384423312,103.989902920886,416.722653707168,0
2000,1,6,22,0,0,98352.3343743446,299.843890230864,0.0167307121186878,1.95704628148557,42.9260612456382,27.8632349362784,414.271265586982,0
2000,1,6,23,0,0,98394.394555518,299.390103223242,0.0166373715940684,1.98947477385005,45.8250755142661,0,411.952073161908,0
2000,1,7,0,0,0,98457.5875004317,299.042774687739,0.0165895592244664,2.07908580740101,56.8943545872132,0,410.278068535312,0
2000,1,7,1,0,0,98525.3674026338,298.774933093497,0.016600307495232,2.1287204684761,77.6470983204205,0,409.153018888383,0
2000,1,7,2,0,0,98576.2412895254,298.493010504449,0.0166441947506552,2.19380542920077,89.801043904238,0,408.100272414109,0
2000,1,7,3,0,0,98592.2626888537,298.13778411992,0.0166875771293437,2.29098191578143,90.2098550801477,0,406.768154944905,0
2000,1,7,4,0,0,98569.1735757594,297.743555553743,0.0167121982393723,2.38114590658239,92.1445689656857,0,405.20541396225,0
2000,1,7,5,0,0,98519.9948576156,297.397751311973,0.0167165102416973,2.48043808077206,139.236902729196,0,403.669310473603,0
2000,1,7,6,0,0,98468.4070733405,297.146305509072,0.0167054508680352,2.57731310842608,247.170660429439,0,402.306607012046,0
2000,1,7,7,0,0,98436.4976281421,296.948088235981,0.0166882856873496,2.63774422771109,254.026949132553,0,401.061227790673,0
2000,1,7,8,0,0,98435.6786830682,296.733105889028,0.0166878850193479,2.71559120223865,249.762519971294,0,399.843843440646,0
2000,1,7,9,0,0,98465.9535674268,296.5106429011,0.0167438547956608,2.81126257332038,236.994779535657,0,398.854029137731,0
2000,1,7,10,0,0,98520.9799163033,296.414282677581,0.016892525825498,2.82610756096364,199.10155635211,54.9762969971443,398.666508875627,0
2000,1,7,11,0,0,98592.1089898931,296.623887756559,0.017131764133362,2.84935376505,155.804767289702,149.25964204843,399.900272540596,0
2000,1,7,12,0,0,98667.6307236211,297.222092592539,0.0174022261970889,3.06105955198215,161.10280757164,280.380908451635,404.196865623693,0
2000,1,7,13,0,0,98730.2266808927,298.11084773549,0.0176109211467169,3.27587890127051,178.573849719494,408.420332428442,408.201882795738,0
2000,1,7,14,0,0,98758.8205241413,299.064090120413,0.0176879048642756,3.15356905345087,191.375444920707,496.612574032765,412.690524628051,0.00504482958993051
2000,1,7,15,0,0,98737.0501500734,299.871204067971,0.0176342249402491,2.78551255607935,197.604342842593,531.984114832405,416.450061398167,0
2000,1,7,16,0,0,98663.3095452483,300.447817210449,0.0175215158796491,2.50054140723662,202.771697700347,523.950156296753,418.995544866767,0
2000,1,7,17,0,0,98554.1652651794,300.828379841324,0.0174413693982158,2.34210920502282,226.135258030954,486.217607762994,420.661841388504,0.00259405929895838
2000,1,7,18,0,0,98437.4992014251,301.069041250552,0.017443479117631,2.20375781048237,258.085012247546,422.456930031622,421.87803070311,0
2000,1,7,19,0,0,98339.9691101106,301.167827076344,0.0175102232585661,2.09482432556811,276.881389582166,330.066407085348,422.62498187224,0
2000,1,7,20,0,0,98277.6105921295,301.078825550251,0.0175838327123983,1.99120644999116,287.144536265926,215.966270480063,422.583126374604,0
2000,1,7,21,0,0,98254.7810408489,300.793765548411,0.0176180961240543,1.85002349605621,110.776258439923,104.919303225529,421.673378932801,0
2000,1,7,22,0,0,98268.9176408621,300.39432875395,0.0176094394499279,1.80915079879732,124.575381796003,28.2272686453775,419.864021787302,0
2000,1,7,23,0,0,98314.3118504601,300.011202703131,0.0175860854954271,1.98163795473653,140.09675084457,0,418.131594957686,0
2000,1,8,0,0,0,98381.1498359747,299.725248835821,0.0175735327373315,2.22793601855267,146.580942466549,0,416.847744396891,0
2000,1,8,1,0,0,98452.8360323139,299.50906319035,0.0175720807078382,2.40518312049459,145.351050387068,0,415.858338063647,0
2000,1,8,2,0,0,98507.7982244082,299.26870655184,0.0175642288131562,2.53791879780838,141.343482399565,0,414.72011803122,0
2000,1,8,3,0,0,98528.0002630485,298.944595471748,0.0175379799775681,2.63864698796533,138.677205636262,0,413.161747120159,0
2000,1,8,4,0,0,98509.1057953298,298.570659898759,0.0174991209551513,2.68316579101437,140.52555165506,0,411.334540999762,0
2000,1,8,5,0,0,98464.0874248769,298.233960149299,0.0174619378206255,2.70211383783728,146.213639215067,0,409.598763055449,0
2000,1,8,6,0,0,98416.6179667285,297.980123618198,0.0174331893926045,2.68394295924403,152.616461425947,0,408.139655635597,0
2000,1,8,7,0,0,98388.8172827737,297.767853912859,0.0174105817165817,2.5839402015106,157.962619430802,0,406.83470688113,0
2000,1,8,8,0,0,98392.1589207799,297.527220346038,0.0173979658510267,2.45421537933179,160.589908070895,0,405.481175548867,0
2000,1,8,9,0,0,98426.717440276,297.267875672053,0.0174164756523703,2.32242104106708,159.671817746523,0,404.196894755377,0
2000,1,8,10,0,0,98486.2097451049,297.124120452812,0.0174909928335968,2.1494696730013,157.837126430238,54.9547946838291,403.540310776146,0
2000,1,8,11,0,0,98562.0157256276,297.276881602399,0.0176175928626941,2.09654518606493,159.769948570573,149.507115280638,404.182437814163,0
2000,1,8,12,0,0,98642.4127651786,297.810156028352,0.0177434283295278,2.39389017735718,166.912046099881,280.850854353154,407.628478878206,0
2000,1,8,13,0,0,98710.0291042636,298.62746615893,0.017786580991529,2.85550597318709,175.136807365982,409.112963596466,410.959311509156,0
2000,1,8,14,0,0,98743.7055592153,299.504418459127,0.0176891085770892,3.08370845618626,180.202652104267,497.571010060654,414.695161618383,0
2000,1,8,15,0,0,98726.9867149723,300.232050118723,0.0174631696402031,3.07819425197439,181.198203974703,533.254396513485,417.631929668949,0
2000,1,8,16,0,0,98658.1845287386,300.727527807284,0.0171908166864259,3.08149083983805,180.470095071644,525.525496533735,419.344302920572,0
2000,1,8,17,0,0,98553.813411332,301.026661102956,0.0169742704921616,3.09098740443592,181.49016626503,487.998243154311,420.22203720363,0
2000,1,8,18,0,0,98441.7434656795,301.186749665681,0.0168738933223996,3.00593979517073,183.991243813151,424.250533150776,420.72971930872,0
2000,1,8,19,0,0,98348.6605614088,301.206764461414,0.0168805959409482,2.8780198222358,183.647857431838,331.633376594861,420.862089868222,0
2000,1,8,20,0,0,98290.6570820296,301.041559815626,0.0169394996878574,2.73315746994599,178.557271924628,217.090635066015,420.293890746188,0
2000,1,8,21,0,0,98272.1569072248,300.68348450459,0.0169987471805574,2.56236278444832,175.714308005671,105.472528354872,418.952169711257,0
